ID	18BLA111	18BLA112	18BLA151	18BLA152	18BLA166	18BLA168	19BLA115	19BLA122	19BLA147	MM12-P027	MM12-P174	18BLA126	18BLA163	19BLA148	MM12-P173	126F-01	126F-02	126F-03	126F-04	126F-05	126F-06	126F-07	126F-08	126F-09	126F-18	126F-19	126F-20	126F-23	126F-26	126F-34	126F-36	126F-42	126F-43	126F-45	150F-09	150F-10	150F-11	150F-12	150F-13	150F-14	150F-15	150F-16	150F-26	150F-27	150F-34	150F-35	150F-36	150F-42	150F-43	150F-44	150F-45	150F-46	150F-47	150F-48	163F-12	163F-13	163F-16	163F-40	BLFlume19-1-1-01	BLFlume19-1-1-02	BLFlume19-1-1-05	BLFlume19-1-1-06	BLFlume19-1-1-07	BLFlume19-1-2-024	BLFlume19-1-2-025	BLFlume19-1-2-026	BLFlume19-1-2-027	BLFlume19-1-2-034	BLFlume19-1-2-035	BLFlume19-1-2-036	BLFlume19-1-2-037	BLFlume19-1-2-039	BLFlume19-1-2-040	BLFlume19-1-3-041	BLFlume19-1-3-042	BLFlume19-1-3-043	BLFlume19-1-3-045	BLFlume19-1-3-046	BLFlume19-1-3-048	BLFlume19-1-3-049	BLFlume19-1-3-050	BLFlume19-1-3-051	BLFlume19-1-3-052	BLFlume19-1-3-054	BLFlume19-1-3-057	BLFlume19-1-3-059	BLFlume19-1-4-061	BLFlume19-1-4-066	BLFlume19-1-4-067	BLFlume19-1-4-069	BLFlume19-1-4-071	BLFlume19-1-4-074	BLFlume19-1-4-079	BLFlume19-2-1-106	BLFlume19-2-2-125	BLFlume19-2-2-126	BLFlume19-2-2-127	BLFlume19-2-3-149	BLFlume19-5-1-401	BLFlume19-5-1-402	BLFlume19-5-1-404	BLFlume19-5-1-405	BLFlume19-5-1-406	BLFlume19-5-1-407	BLFlume19-5-1-408	BLFlume19-5-1-409	BLFlume19-5-1-412	BLFlume19-5-1-415	BLFlume19-5-1-416	BLFlume19-5-1-417	BLFlume19-5-1-420	BLFlume19-5-2-423	BLFlume19-5-2-424	BLFlume19-5-2-425	BLFlume19-5-2-426	BLFlume19-5-2-427	BLFlume19-5-2-428	BLFlume19-5-2-429	BLFlume19-5-2-430	BLFlume19-5-2-431	BLFlume19-5-2-432	BLFlume19-5-2-433	BLFlume19-5-2-434	BLFlume19-5-2-435	BLFlume19-5-2-436	BLFlume19-5-2-438	BLFlume19-5-2-439	BLFlume19-5-2-440	BLFlume19-5-3-442	BLFlume19-5-3-443	BLFlume19-5-3-444	BLFlume19-5-3-445	BLFlume19-5-3-446	BLFlume19-5-3-447	BLFlume19-5-3-449	BLFlume19-5-3-450	BLFlume19-5-3-451	BLFlume19-5-3-452	BLFlume19-5-3-453	BLFlume19-5-3-454	BLFlume19-5-3-455	BLFlume19-5-3-456	BLFlume19-5-3-457	BLFlume19-5-3-458	BLFlume19-5-3-459	BLFlume19-5-3-460	BLFlume19-5-4-462	BLFlume19-5-4-464	BLFlume19-5-4-465	BLFlume19-5-4-466	BLFlume19-5-4-467	BLFlume19-5-4-470	BLFlume19-6-1-501	BLFlume19-6-1-513	BLFlume19-6-1-517	BLFlume19-6-2-536	BLFlume19-6-3-551	BLFlume19-6-3-552	BLFlume19-6-5-594	BLFlume19-7-2-625	MM12-117	MM12-127	MM12-133	MM12-26	MM12-27	MM12-30	MM12-55	MM12-57	MM12-69	MM12-73	MM12-81	MM12-82	MM12-83	MM12-85	MM12-94	MM12-M	MM12-N
150F-35	0.08101	0.05823	0.00000	0.59794	0.07999	0.00000	0.00000	0.00000	0.11467	0.00000	0.00061	0.00000	0.17727	0.00000	0.15829	0.00000	0.18331	0.00000	0.14392	0.00000	0.00000	0.10586	0.18105	0.23811	0.19386	0.18159	0.12996	0.00000	0.00000	0.00000	0.17148	0.13435	0.00000	0.18136	0.57552	0.54533	0.53438	0.61584	0.35010	0.39218	0.39762	0.60954	0.54319	0.51870	0.37266	1.00000	0.54390	0.56639	0.56857	0.59554	0.37123	0.55270	0.47247	0.38069	0.16118	0.16276	0.21126	0.21143	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10491	0.00000	0.00000	0.00000	0.00000	0.18970	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.24419	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.21156	0.09649	0.00000	0.00000	0.00000	0.00000	0.11348	0.03446	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
150F-36	0.08233	0.12225	0.00000	0.54313	0.00000	0.00000	0.00000	0.09599	0.19140	0.14695	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.20854	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.13661	0.51582	0.53836	0.52403	0.56892	0.33541	0.36026	0.41533	0.54517	0.56545	0.51203	0.35820	0.54390	1.00000	0.54203	0.57613	0.60059	0.30592	0.48918	0.45836	0.32024	0.00000	0.09015	0.17587	0.04159	0.00000	0.18470	0.00000	0.00000	0.00000	0.00000	0.00000	0.12040	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.24375	0.00000	0.00000	0.09610	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08964	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.12702	0.24958	0.21109	0.16083	0.15625	0.25844	0.20521	0.11297	0.17483	0.12766	0.03478	0.00000	0.00000	0.00000	0.06566	0.07947
150F-42	0.07795	0.22814	0.15615	0.60062	0.19679	0.00000	0.00000	0.34377	0.00000	0.00000	0.00000	0.00000	0.05425	0.00000	0.20523	0.00000	0.23987	0.00000	0.00000	0.00000	0.00000	0.08825	0.00000	0.25422	0.00000	0.14385	0.04983	0.00000	0.00000	0.00000	0.05395	0.08416	0.00000	0.00000	0.66830	0.60066	0.56613	0.55607	0.43653	0.40294	0.38512	0.53753	0.60202	0.58515	0.43633	0.56639	0.54203	1.00000	0.65633	0.60385	0.40859	0.59324	0.59359	0.43335	0.00000	0.21754	0.11319	0.11512	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01678	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.15251	0.11391	0.00000	0.00000	0.00000	0.19635	0.16201	0.00000	0.00000	0.00000	0.04710	0.00000	0.00000	0.00000	0.00000	0.00000
150F-43	0.21700	0.14875	0.00000	0.56714	0.23043	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09281	0.00000	0.25700	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.22509	0.08820	0.26980	0.09361	0.08649	0.00000	0.02265	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.61308	0.54324	0.62678	0.59036	0.33256	0.40068	0.43502	0.50523	0.55963	0.52719	0.40984	0.56857	0.57613	0.65633	1.00000	0.61301	0.38061	0.61807	0.60394	0.36712	0.25996	0.12354	0.05371	0.24237	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.19678	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18877	0.11724	0.00000	0.00000	0.00000	0.22571	0.12747	0.05136	0.11459	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
150F-44	0.00000	0.07543	0.00000	0.55512	0.22299	0.00000	0.00000	0.00000	0.00000	0.00000	0.05901	0.00000	0.00000	0.00000	0.23294	0.00000	0.06897	0.00000	0.00000	0.00000	0.00000	0.05598	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07671	0.00000	0.00000	0.12126	0.00000	0.00000	0.54092	0.58307	0.58085	0.61373	0.38401	0.42035	0.42905	0.53890	0.60260	0.51488	0.41186	0.59554	0.60059	0.60385	0.61301	1.00000	0.39085	0.61675	0.52795	0.43066	0.00000	0.10575	0.07860	0.06258	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08721	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09086	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.19545	0.19935	0.00000	0.05267	0.06724	0.10095	0.17648	0.05911	0.07732	0.06048	0.00000	0.08725	0.00000	0.00000	0.00000	0.00000
150F-45	0.05390	0.18156	0.53913	0.15588	0.00000	0.25743	0.00000	0.00000	0.17093	0.00000	0.00000	0.11336	0.00000	0.00000	0.25290	0.08113	0.10379	0.00000	0.14116	0.00000	0.00000	0.13173	0.10998	0.00000	0.00000	0.00000	0.16602	0.03767	0.05335	0.00000	0.06873	0.10352	0.00000	0.00000	0.36691	0.33565	0.45478	0.36871	0.61934	0.52650	0.54854	0.38321	0.28345	0.40969	0.60682	0.37123	0.30592	0.40859	0.38061	0.39085	1.00000	0.41307	0.40568	0.59975	0.20916	0.00000	0.00000	0.24711	0.00000	0.16234	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04044	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.20431	0.00000	0.00000	0.00000	0.02386	0.18747	0.00000	0.10053	0.05588	0.00000	0.00000	0.00000	0.00000	0.00000	0.02645	0.07584
150F-46	0.08637	0.20105	0.00000	0.60497	0.00000	0.00000	0.00000	0.10064	0.00000	0.00000	0.03449	0.00000	0.08318	0.00000	0.20191	0.00000	0.20617	0.00000	0.00000	0.00000	0.00000	0.07714	0.00000	0.00000	0.00000	0.19127	0.06180	0.00000	0.00000	0.00000	0.00000	0.13461	0.00000	0.14802	0.61015	0.54047	0.54330	0.54436	0.42103	0.40759	0.34858	0.52435	0.53208	0.55699	0.43642	0.55270	0.48918	0.59324	0.61807	0.61675	0.41307	1.00000	0.60745	0.38320	0.08665	0.06939	0.14711	0.25539	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.15092	0.00000	0.18768	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.20064	0.09119	0.00000	0.00000	0.11836	0.00000	0.18254	0.00000	0.08320	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
150F-47	0.11387	0.22743	0.00000	0.57168	0.15196	0.00000	0.00000	0.14002	0.00000	0.00000	0.00000	0.00000	0.12864	0.00000	0.10570	0.00000	0.11415	0.00000	0.00000	0.08947	0.00000	0.00000	0.00000	0.07107	0.00000	0.09250	0.06357	0.01818	0.03906	0.00000	0.04934	0.07370	0.00000	0.00000	0.54131	0.50458	0.56702	0.50006	0.45109	0.39904	0.36837	0.49141	0.49252	0.55860	0.32755	0.47247	0.45836	0.59359	0.60394	0.52795	0.40568	0.60745	1.00000	0.32968	0.10959	0.07172	0.10703	0.14025	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.18081	0.25711	0.00000	0.00000	0.06303	0.21862	0.13067	0.00000	0.12725	0.00000	0.00000	0.00718	0.00000	0.00000	0.00000	0.00000
150F-48	0.10922	0.28710	0.54760	0.10094	0.00000	0.20919	0.00000	0.19694	0.00000	0.00000	0.00000	0.00000	0.15565	0.00000	0.07670	0.00000	0.07606	0.22918	0.00000	0.00000	0.00000	0.19373	0.14434	0.00000	0.00000	0.00000	0.00000	0.00000	0.12314	0.02894	0.00000	0.08205	0.00000	0.00000	0.34054	0.36382	0.40136	0.42335	0.59777	0.51987	0.58116	0.31617	0.29686	0.36264	0.58491	0.38069	0.32024	0.43335	0.36712	0.43066	0.59975	0.38320	0.32968	1.00000	0.18727	0.00000	0.17923	0.10642	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09211	0.00000	0.00000	0.00000	0.00000	0.02494	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.24753	0.00000	0.01109	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.23960	0.00000	0.00060	0.14844	0.09115	0.14852	0.10362	0.01554	0.00000	0.09026	0.00000	0.13380	0.00000	0.00000	0.00000	0.07515
163F-12	0.15996	0.06737	0.16808	0.28045	0.57154	0.09994	0.00000	0.18153	0.00000	0.17176	0.24866	0.15185	0.63430	0.00000	0.26006	0.00000	0.00000	0.16849	0.16001	0.00000	0.09978	0.21089	0.06767	0.16815	0.00000	0.14714	0.10860	0.13806	0.17033	0.00000	0.00000	0.00000	0.00000	0.00000	0.26882	0.15883	0.09557	0.00000	0.07192	0.17591	0.00000	0.00000	0.00000	0.00000	0.15710	0.16118	0.00000	0.00000	0.25996	0.00000	0.20916	0.08665	0.10959	0.18727	1.00000	0.62976	0.55807	0.41147	0.00000	0.07100	0.18669	0.13148	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.17714	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10120	0.00000	0.06586	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.21912	0.28869	0.00000	0.25774	0.20651	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.25000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02993	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.15944	0.18706	0.25984	0.24892	0.09996	0.14303	0.31100	0.17540	0.08986	0.14657	0.19216	0.30558	0.21946	0.22441	0.26493	0.16003	0.00000
163F-13	0.05786	0.05270	0.15835	0.28054	0.59008	0.25749	0.00000	0.16636	0.00000	0.23454	0.23594	0.25400	0.63071	0.00000	0.24035	0.04665	0.05643	0.11272	0.17284	0.07050	0.08893	0.16823	0.12763	0.16314	0.05767	0.12021	0.18982	0.18831	0.14462	0.06060	0.13090	0.12247	0.00000	0.26353	0.25035	0.16776	0.31140	0.16343	0.00000	0.00000	0.00000	0.00000	0.22578	0.08142	0.00000	0.16276	0.09015	0.21754	0.12354	0.10575	0.00000	0.06939	0.07172	0.00000	0.62976	1.00000	0.53139	0.40752	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.20547	0.11500	0.00000	0.21312	0.15076	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.06876	0.00000	0.00000	0.00000	0.00000	0.00000	0.09240	0.22837	0.26902	0.00000	0.11117	0.00000	0.29609	0.00000	0.16524	0.00000	0.24491	0.00000	0.00000	0.00000	0.00000	0.00000	0.10489	0.00000	0.00000	0.00000	0.00000	0.00000	0.16997	0.11438	0.00000	0.00000	0.21941	0.00000	0.00000	0.00000	0.00000	0.00000	0.24813	0.00000	0.00000	0.15222	0.09116	0.00000	0.19265	0.00000	0.00000	0.00000	0.00000	0.00000	0.22630	0.00000	0.12935	0.00000	0.23181	0.13523	0.27142	0.23616	0.26801	0.30301	0.19221	0.10270	0.06470	0.11101	0.07252	0.30923	0.08366	0.25312	0.26683	0.13535	0.00000
163F-16	0.11809	0.07133	0.07733	0.30202	0.62410	0.00000	0.00000	0.18685	0.10543	0.22966	0.08846	0.23802	0.54597	0.00000	0.16297	0.00000	0.13675	0.24082	0.20092	0.00000	0.24723	0.26617	0.04940	0.25149	0.24770	0.21357	0.04994	0.08352	0.00000	0.24827	0.15785	0.05026	0.00000	0.10543	0.18420	0.18325	0.16877	0.11722	0.00000	0.09500	0.00000	0.00000	0.23709	0.00000	0.22512	0.21126	0.17587	0.11319	0.05371	0.07860	0.00000	0.14711	0.10703	0.17923	0.55807	0.53139	1.00000	0.41883	0.00000	0.14993	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.22611	0.22498	0.00000	0.00000	0.06065	0.00000	0.00000	0.09196	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09651	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.09649	0.00000	0.00000	0.32183	0.00000	0.10428	0.00000	0.24250	0.11294	0.00000	0.00000	0.25160	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.25628	0.27034	0.23411	0.00000	0.25931	0.25887	0.08771	0.13069	0.17653	0.18906	0.16246	0.20962	0.22388	0.24413	0.20375	0.22144
163F-40	0.24859	0.00000	0.10167	0.21187	0.28094	0.55220	0.00000	0.24931	0.17828	0.00000	0.20311	0.27059	0.58261	0.00000	0.09252	0.10412	0.24079	0.07852	0.10575	0.00010	0.07920	0.24706	0.00000	0.22959	0.20475	0.26614	0.13317	0.00000	0.00000	0.17436	0.10090	0.00044	0.00000	0.24258	0.26576	0.00000	0.23018	0.00000	0.16493	0.18444	0.09551	0.17514	0.21913	0.14720	0.00000	0.21143	0.04159	0.11512	0.24237	0.06258	0.24711	0.25539	0.14025	0.10642	0.41147	0.40752	0.41883	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08740	0.00000	0.00000	0.00000	0.00000	0.26791	0.17964	0.28073	0.00000	0.00000	0.22225	0.08557	0.00000	0.11760	0.00000	0.02488	0.00000	0.21985	0.08992	0.00000	0.00000	0.10817	0.00000	0.00000	0.10599	0.20149	0.00000	0.18750	0.09691	0.12965	0.00000	0.09449	0.12599	0.11299	0.00000	0.00000	0.07261	0.00000	0.00000	0.24948	0.01784	0.20121	0.00000	0.00000	0.00000	0.11074	0.08469	0.19580	0.20657	0.00000	0.11152	0.03488	0.29404	0.00000	0.08180	0.00000	0.00000	0.00000	0.23389	0.00000	0.17788	0.00000	0.00000	0.12371	0.00000	0.00000	0.10268	0.06814	0.13182	0.23678	0.00000	0.04653	0.00000	0.24585	0.18301	0.00000	0.00000	0.00000	0.00000	0.00000	0.15670	0.08588	0.14261	0.17891
